moe-2.4b-0	False	0	0	0
moe-2.4b-0	False	0	0	0
moe-2.4b-0	False	0	0	0
moe-2.4b-0	False	0	0	0
moe-2.4b-0	False	0	0	0
moe-2.4b-0	False	0	0	0
moe-2.4b-0	False	0	0	0
moe-2.4b-0	False	0	0	0
moe-2.4b-0	False	0	0	0
moe-2.4b-0	False	0	0	0
moe-2.4b-0	False	0	0	0
moe-2.4b-0	False	0	0	0
moe-2.4b-0	False	0	0	0
moe-2.4b-0	False	0	0	0
moe-2.4b-0	False	0	0	0
moe-2.4b-0	False	0	0	0
moe-2.4b-0	False	0	0	0
moe-2.4b-0	False	0	0	0
moe-2.4b-0	False	0	0	0
moe-2.4b-0	False	0	0	0
moe-2.4b-0	False	0	0	0
moe-2.4b-0	False	0	0	0
moe-2.4b-0	False	0	0	0
moe-2.4b-0	False	0	0	0
moe-2.4b-0	False	0	0	0
moe-2.4b-0	False	0	0	0
moe-2.4b-0	False	0	0	0
moe-2.4b-0	False	0	0	0
moe-2.4b-0	False	0	0	0
moe-2.4b-0	False	0	0	0
moe-2.4b-0	False	0	0	0
moe-2.4b-0	False	0	0	0
moe-2.4b-0	False	0	0	0
moe-2.4b-0	False	0	0	0
moe-2.4b-0	False	0	0	0
moe-2.4b-0	False	0	0	0
moe-2.4b-0	False	0	0	0
moe-2.4b-0	False	0	0	0
moe-2.4b-0	False	0	0	0
moe-2.4b-0	False	0	0	0
moe-2.4b-0	False	0	0	0
moe-2.4b-0	False	0	0	0
moe-2.4b-0	False	0	0	0
moe-2.4b-0	False	0	0	0
moe-2.4b-0	False	0	0	0
moe-2.4b-0	False	0	0	0
moe-2.4b-0	False	0	0	0
moe-2.4b-0	False	0	0	0
moe-2.4b-0	True	2	0	0
moe-2.4b-0	False	0	2	0
moe-2.4b-0	False	0	0	0
moe-2.4b-0	True	14	0	0
moe-2.4b-0	False	0	14	0
moe-2.4b-0	False	0	0	0
moe-2.4b-0	False	0	0	0
moe-2.4b-0	False	0	0	0
moe-2.4b-0	False	0	0	0
moe-2.4b-0	False	0	0	0
moe-2.4b-0	False	0	0	0
moe-2.4b-0	False	0	0	0
moe-2.4b-0	False	4	0	4
moe-2.4b-0	False	2	2	0
moe-2.4b-0	False	0	0	0
moe-2.4b-0	False	0	0	0
moe-2.4b-0	False	0	0	0
moe-2.4b-0	False	0	0	0
moe-2.4b-0	False	0	0	0
moe-2.4b-0	False	0	0	0
moe-2.4b-0	False	0	0	0
moe-2.4b-0	False	0	0	0
moe-2.4b-0	False	0	0	0
moe-2.4b-0	False	0	0	0
moe-2.4b-0	False	0	0	0
moe-2.4b-0	False	0	0	0
moe-2.4b-0	False	0	0	0
moe-2.4b-0	False	0	0	0
moe-2.4b-0	False	0	0	0
moe-2.4b-0	False	0	0	0
moe-2.4b-0	False	0	0	0
