exp_name	num_models	model_groups_num	num_devices	num_devices_per_node	mem_budget	total_rate	rate_distribution	arrival_process	arrival_process_kwargs	slo_scale	duration	policy_name	placement	goodput	mode	solver_time
goodput_vs_slo	12	2	12	4	13958643712	-1	None	azure_v1	{'rate_scale': 0.005, 'cv_scale': 4, 'trace_dir': '/home/zy/data/datasets/azurefunctions-dataset2019/azure_v1.pkl'}	2	3600	mp-search-sep	ModelPlacement(group_configs=(ParallelConfig(dp=1, op=1, pp=4), ParallelConfig(dp=1, op=1, pp=4), ParallelConfig(dp=1, op=1, pp=4)), group_models=((0, 1, 2, 3, 4, 5, 9, 10, 11), (1, 2, 4, 5, 6, 8, 9, 10, 11), (1, 3, 4, 5, 6, 7, 9, 10)))	0.571	simulate	9.303
goodput_vs_slo	12	2	12	4	13958643712	-1	None	azure_v1	{'rate_scale': 0.005, 'cv_scale': 4, 'trace_dir': '/home/zy/data/datasets/azurefunctions-dataset2019/azure_v1.pkl'}	2	3600	sr-replace-600	ModelPlacementWithReplacement(num_segments=6)	0.452	simulate	0.614
goodput_vs_slo	12	2	12	4	13958643712	-1	None	azure_v1	{'rate_scale': 0.005, 'cv_scale': 4, 'trace_dir': '/home/zy/data/datasets/azurefunctions-dataset2019/azure_v1.pkl'}	3	3600	mp-search-sep	ModelPlacement(group_configs=(ParallelConfig(dp=1, op=1, pp=4), ParallelConfig(dp=1, op=1, pp=4), ParallelConfig(dp=1, op=1, pp=4)), group_models=((0, 4, 5, 6, 7, 9, 10, 11), (1, 2, 3, 4, 5, 7, 8, 9, 10, 11), (1, 2, 4, 5, 6, 8, 9, 10, 11)))	0.687	simulate	4.889
goodput_vs_slo	12	2	12	4	13958643712	-1	None	azure_v1	{'rate_scale': 0.005, 'cv_scale': 4, 'trace_dir': '/home/zy/data/datasets/azurefunctions-dataset2019/azure_v1.pkl'}	3	3600	sr-replace-600	ModelPlacementWithReplacement(num_segments=6)	0.579	simulate	0.628
goodput_vs_slo	12	2	12	4	13958643712	-1	None	azure_v1	{'rate_scale': 0.005, 'cv_scale': 4, 'trace_dir': '/home/zy/data/datasets/azurefunctions-dataset2019/azure_v1.pkl'}	4	3600	mp-search-sep	ModelPlacement(group_configs=(ParallelConfig(dp=1, op=1, pp=2), ParallelConfig(dp=1, op=1, pp=2), ParallelConfig(dp=1, op=1, pp=2), ParallelConfig(dp=1, op=1, pp=2), ParallelConfig(dp=1, op=1, pp=2), ParallelConfig(dp=1, op=1, pp=2)), group_models=((0, 2, 4, 5, 10), (1, 2, 4, 9, 10), (1, 3, 4, 5, 10, 11), (2, 4, 5, 8, 9, 10, 11), (4, 5, 6, 9, 11), (5, 6, 7)))	0.712	simulate	4.853
goodput_vs_slo	12	2	12	4	13958643712	-1	None	azure_v1	{'rate_scale': 0.005, 'cv_scale': 4, 'trace_dir': '/home/zy/data/datasets/azurefunctions-dataset2019/azure_v1.pkl'}	4	3600	sr-replace-600	ModelPlacementWithReplacement(num_segments=6)	0.637	simulate	0.594
goodput_vs_slo	12	2	12	4	13958643712	-1	None	azure_v1	{'rate_scale': 0.005, 'cv_scale': 4, 'trace_dir': '/home/zy/data/datasets/azurefunctions-dataset2019/azure_v1.pkl'}	5	3600	mp-search-sep	ModelPlacement(group_configs=(ParallelConfig(dp=1, op=1, pp=2), ParallelConfig(dp=1, op=1, pp=2), ParallelConfig(dp=1, op=1, pp=2), ParallelConfig(dp=1, op=1, pp=2), ParallelConfig(dp=1, op=1, pp=2), ParallelConfig(dp=1, op=1, pp=2)), group_models=((0, 2, 3, 5), (1, 2, 3, 4, 5), (1, 4, 5, 9, 10, 11), (2, 4, 5, 7, 10, 11), (4, 5, 6, 9, 11), (5, 6, 8, 9)))	0.777	simulate	4.771
goodput_vs_slo	12	2	12	4	13958643712	-1	None	azure_v1	{'rate_scale': 0.005, 'cv_scale': 4, 'trace_dir': '/home/zy/data/datasets/azurefunctions-dataset2019/azure_v1.pkl'}	5	3600	sr-replace-600	ModelPlacementWithReplacement(num_segments=6)	0.696	simulate	0.615
goodput_vs_slo	12	2	12	4	13958643712	-1	None	azure_v1	{'rate_scale': 0.005, 'cv_scale': 4, 'trace_dir': '/home/zy/data/datasets/azurefunctions-dataset2019/azure_v1.pkl'}	6	3600	mp-search-sep	ModelPlacement(group_configs=(ParallelConfig(dp=1, op=1, pp=4), ParallelConfig(dp=1, op=1, pp=4), ParallelConfig(dp=1, op=1, pp=4)), group_models=((0, 1, 2, 4, 5, 7, 9, 10), (1, 2, 3, 4, 5, 7, 8, 9, 10, 11), (1, 2, 4, 5, 6, 7, 9, 10)))	0.8	simulate	4.695
goodput_vs_slo	12	2	12	4	13958643712	-1	None	azure_v1	{'rate_scale': 0.005, 'cv_scale': 4, 'trace_dir': '/home/zy/data/datasets/azurefunctions-dataset2019/azure_v1.pkl'}	6	3600	sr-replace-600	ModelPlacementWithReplacement(num_segments=6)	0.738	simulate	0.678
goodput_vs_slo	12	2	12	4	13958643712	-1	None	azure_v1	{'rate_scale': 0.005, 'cv_scale': 4, 'trace_dir': '/home/zy/data/datasets/azurefunctions-dataset2019/azure_v1.pkl'}	7	3600	mp-search-sep	ModelPlacement(group_configs=(ParallelConfig(dp=1, op=1, pp=4), ParallelConfig(dp=1, op=1, pp=4), ParallelConfig(dp=1, op=1, pp=4)), group_models=((0, 1, 2, 3, 4, 5, 9, 10, 11), (1, 2, 3, 4, 5, 7, 8, 9, 10, 11), (1, 2, 4, 5, 6, 7, 9, 10)))	0.844	simulate	5.343
goodput_vs_slo	12	2	12	4	13958643712	-1	None	azure_v1	{'rate_scale': 0.005, 'cv_scale': 4, 'trace_dir': '/home/zy/data/datasets/azurefunctions-dataset2019/azure_v1.pkl'}	7	3600	sr-replace-600	ModelPlacementWithReplacement(num_segments=6)	0.767	simulate	0.613
goodput_vs_slo	12	2	12	4	13958643712	-1	None	azure_v1	{'rate_scale': 0.005, 'cv_scale': 4, 'trace_dir': '/home/zy/data/datasets/azurefunctions-dataset2019/azure_v1.pkl'}	8	3600	mp-search-sep	ModelPlacement(group_configs=(ParallelConfig(dp=1, op=1, pp=2), ParallelConfig(dp=1, op=1, pp=2), ParallelConfig(dp=1, op=1, pp=2), ParallelConfig(dp=1, op=1, pp=2), ParallelConfig(dp=1, op=1, pp=2), ParallelConfig(dp=1, op=1, pp=2)), group_models=((0, 2, 3, 10), (1, 3, 4, 5, 9), (1, 5, 7, 10), (2, 4, 5, 8, 9, 10, 11), (4, 5, 6, 9, 11), (6, 7, 10)))	0.839	simulate	4.741
goodput_vs_slo	12	2	12	4	13958643712	-1	None	azure_v1	{'rate_scale': 0.005, 'cv_scale': 4, 'trace_dir': '/home/zy/data/datasets/azurefunctions-dataset2019/azure_v1.pkl'}	8	3600	sr-replace-600	ModelPlacementWithReplacement(num_segments=6)	0.788	simulate	0.649
goodput_vs_slo	12	2	12	4	13958643712	-1	None	azure_v1	{'rate_scale': 0.005, 'cv_scale': 4, 'trace_dir': '/home/zy/data/datasets/azurefunctions-dataset2019/azure_v1.pkl'}	2	3600	dqn-dynamic	ModelPlacementWithReplacement(num_segments=526)	0.587	simulate	0.001
goodput_vs_slo	12	2	12	4	13958643712	-1	None	azure_v1	{'rate_scale': 0.005, 'cv_scale': 4, 'trace_dir': '/home/zy/data/datasets/azurefunctions-dataset2019/azure_v1.pkl'}	3	3600	dqn-dynamic	ModelPlacementWithReplacement(num_segments=192)	0.661	simulate	0.001
goodput_vs_slo	12	2	12	4	13958643712	-1	None	azure_v1	{'rate_scale': 0.005, 'cv_scale': 4, 'trace_dir': '/home/zy/data/datasets/azurefunctions-dataset2019/azure_v1.pkl'}	4	3600	dqn-dynamic	ModelPlacementWithReplacement(num_segments=683)	0.784	simulate	0.001
goodput_vs_slo	12	2	12	4	13958643712	-1	None	azure_v1	{'rate_scale': 0.005, 'cv_scale': 4, 'trace_dir': '/home/zy/data/datasets/azurefunctions-dataset2019/azure_v1.pkl'}	5	3600	dqn-dynamic	ModelPlacementWithReplacement(num_segments=4)	0.865	simulate	0.001
goodput_vs_slo	12	2	12	4	13958643712	-1	None	azure_v1	{'rate_scale': 0.005, 'cv_scale': 4, 'trace_dir': '/home/zy/data/datasets/azurefunctions-dataset2019/azure_v1.pkl'}	6	3600	dqn-dynamic	ModelPlacementWithReplacement(num_segments=9)	0.851	simulate	0.001
goodput_vs_slo	12	2	12	4	13958643712	-1	None	azure_v1	{'rate_scale': 0.005, 'cv_scale': 4, 'trace_dir': '/home/zy/data/datasets/azurefunctions-dataset2019/azure_v1.pkl'}	7	3600	dqn-dynamic	ModelPlacementWithReplacement(num_segments=135)	0.869	simulate	0.001
goodput_vs_slo	12	2	12	4	13958643712	-1	None	azure_v1	{'rate_scale': 0.005, 'cv_scale': 4, 'trace_dir': '/home/zy/data/datasets/azurefunctions-dataset2019/azure_v1.pkl'}	8	3600	dqn-dynamic	ModelPlacementWithReplacement(num_segments=4)	0.933	simulate	0.001
goodput_vs_slo	12	2	12	4	13958643712	-1	None	azure_v2	{'rate_scale': 8, 'cv_scale': 1, 'trace_dir': '/home/zy/data/datasets/azure_v2.pkl'}	2	86400	mp-search-sep	ModelPlacement(group_configs=(ParallelConfig(dp=1, op=1, pp=2), ParallelConfig(dp=1, op=1, pp=2), ParallelConfig(dp=1, op=1, pp=2), ParallelConfig(dp=1, op=1, pp=2), ParallelConfig(dp=1, op=1, pp=2), ParallelConfig(dp=1, op=1, pp=2)), group_models=((0, 2, 3, 11), (0, 2, 3, 11), (1, 2, 3, 5, 11), (2, 3, 4, 7, 11), (2, 3, 5, 8, 9, 11), (3, 4, 5, 6, 11)))	0.632	simulate	6.372
goodput_vs_slo	12	2	12	4	13958643712	-1	None	azure_v2	{'rate_scale': 8, 'cv_scale': 1, 'trace_dir': '/home/zy/data/datasets/azure_v2.pkl'}	2	86400	sr-replace-600	ModelPlacementWithReplacement(num_segments=6)	0.806	simulate	0.263
goodput_vs_slo	12	2	12	4	13958643712	-1	None	azure_v2	{'rate_scale': 8, 'cv_scale': 1, 'trace_dir': '/home/zy/data/datasets/azure_v2.pkl'}	3	86400	mp-search-sep	ModelPlacement(group_configs=(ParallelConfig(dp=1, op=1, pp=2), ParallelConfig(dp=1, op=1, pp=2), ParallelConfig(dp=1, op=1, pp=2), ParallelConfig(dp=1, op=1, pp=2), ParallelConfig(dp=1, op=1, pp=2), ParallelConfig(dp=1, op=1, pp=2)), group_models=((0, 2, 3, 11), (0, 7, 11), (1, 2, 3, 4, 11), (2, 3, 4, 5, 9, 10, 11), (2, 4, 5, 6, 11), (3, 5, 7, 8, 11)))	0.657	simulate	1.512
goodput_vs_slo	12	2	12	4	13958643712	-1	None	azure_v2	{'rate_scale': 8, 'cv_scale': 1, 'trace_dir': '/home/zy/data/datasets/azure_v2.pkl'}	3	86400	sr-replace-600	ModelPlacementWithReplacement(num_segments=6)	0.831	simulate	0.25
goodput_vs_slo	12	2	12	4	13958643712	-1	None	azure_v2	{'rate_scale': 8, 'cv_scale': 1, 'trace_dir': '/home/zy/data/datasets/azure_v2.pkl'}	4	86400	mp-search-sep	ModelPlacement(group_configs=(ParallelConfig(dp=1, op=1, pp=2), ParallelConfig(dp=1, op=1, pp=2), ParallelConfig(dp=1, op=1, pp=2), ParallelConfig(dp=1, op=1, pp=2), ParallelConfig(dp=1, op=1, pp=2), ParallelConfig(dp=1, op=1, pp=2)), group_models=((0, 2, 4, 5, 11), (0, 3, 4, 5, 11), (1, 2, 4, 5, 10, 11), (2, 3, 5, 7, 11), (2, 3, 5, 8, 9, 11), (3, 4, 5, 6, 11)))	0.66	simulate	1.46
goodput_vs_slo	12	2	12	4	13958643712	-1	None	azure_v2	{'rate_scale': 8, 'cv_scale': 1, 'trace_dir': '/home/zy/data/datasets/azure_v2.pkl'}	4	86400	sr-replace-600	ModelPlacementWithReplacement(num_segments=6)	0.839	simulate	0.259
goodput_vs_slo	12	2	12	4	13958643712	-1	None	azure_v2	{'rate_scale': 8, 'cv_scale': 1, 'trace_dir': '/home/zy/data/datasets/azure_v2.pkl'}	5	86400	mp-search-sep	ModelPlacement(group_configs=(ParallelConfig(dp=1, op=1, pp=2), ParallelConfig(dp=1, op=1, pp=2), ParallelConfig(dp=1, op=1, pp=2), ParallelConfig(dp=1, op=1, pp=2), ParallelConfig(dp=1, op=1, pp=2), ParallelConfig(dp=1, op=1, pp=2)), group_models=((0, 2, 4, 5, 11), (0, 2, 4, 5, 11), (1, 4, 5, 9, 10, 11), (2, 3, 4, 5, 8, 10, 11), (2, 3, 4, 7, 11), (3, 6, 8, 11)))	0.663	simulate	1.474
goodput_vs_slo	12	2	12	4	13958643712	-1	None	azure_v2	{'rate_scale': 8, 'cv_scale': 1, 'trace_dir': '/home/zy/data/datasets/azure_v2.pkl'}	5	86400	sr-replace-600	ModelPlacementWithReplacement(num_segments=6)	0.84	simulate	0.274
goodput_vs_slo	12	2	12	4	13958643712	-1	None	azure_v2	{'rate_scale': 8, 'cv_scale': 1, 'trace_dir': '/home/zy/data/datasets/azure_v2.pkl'}	6	86400	mp-search-sep	ModelPlacement(group_configs=(ParallelConfig(dp=1, op=1, pp=2), ParallelConfig(dp=1, op=1, pp=2), ParallelConfig(dp=1, op=1, pp=2), ParallelConfig(dp=1, op=1, pp=2), ParallelConfig(dp=1, op=1, pp=2), ParallelConfig(dp=1, op=1, pp=2)), group_models=((0, 2, 4, 5, 11), (0, 2, 4, 5, 11), (1, 2, 3, 5, 11), (2, 3, 4, 5, 8, 10, 11), (3, 4, 7, 9, 11), (3, 6, 8, 11)))	0.652	simulate	1.491
